circle,-3.0086001274638825,-6.017155161876246,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.1038318116467285,-4.231505983100602,-7.374372625466792,-8.316232476961856,-9.99999971020037,-9.865766016494431,-9.999999999159243
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.758298764900021,-5.598460410379187,-9.081865004129716,-9.309845627356088,-9.999999999112813,-9.997599245407452,-9.999999999834673
circle,-2.9696820652304874,-6.155281926602052,-9.63939091200816,-9.862061901807236,-9.999999999991058,-9.99992998359759,-9.999999999993104
circle,-3.172811024810488,-7.2401651468005825,-9.985572599772382,-9.999020502939027,-10.0,-9.999999777565373,-10.0
circle,-2.489726511727473,-4.995397350912783,-9.543196057137441,-9.797741591365927,-9.999999999976835,-9.999629899904717,-9.999999999985977
circle,-3.0597526443739924,-6.1194482061859645,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.734143879151523,-5.525748095702977,-9.07013530590706,-9.204535664847985,-9.99999999857124,-9.99609825221252,-9.999999999968585
circle,-3.0597526443730287,-6.119448206183967,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.911690123315433,-5.823351400711779,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-1.8947711961538998,-3.8653911802966174,-6.307868460112639,-6.837754169929874,-9.999887635513543,-9.360931233865447,-9.99987440080341
circle,-2.522878730803816,-5.075036268333715,-9.069966197271048,-9.383110497446097,-9.999999999343824,-9.996219315601952,-9.999999999912594
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.0086001274638825,-6.017155161876246,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.0597526443740097,-6.11944820618593,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.8325088831742127,-5.716147756448503,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.0597526443740097,-6.11944820618593,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.645824560939388,-5.33733417042425,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.2005303580022715,-4.408708329009942,-8.450692782621763,-8.868316060919582,-9.999999989817193,-9.98168220910029,-9.999999995059463
circle,-2.934813920224487,-5.959764957049709,-9.302492157566823,-9.689995612191337,-9.99999999992449,-9.999775862538558,-9.99999999994716
circle,-1.9743889595591526,-3.957547247179849,-7.546415065717042,-8.462033827271478,-9.999999884766932,-9.883218820166306,-9.99999991740432
circle,-2.282105365161844,-4.568995384270225,-9.475787399692193,-9.90857163710679,-9.999999999992486,-9.999472187352996,-9.999999999999355
circle,-3.0597526443740097,-6.11944820618593,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.59362680675344,-5.2246668982268325,-9.309864659625385,-9.535301542170975,-9.999999999779309,-9.998726969635285,-9.999999999945434
circle,-3.0086001274638825,-6.017155161876246,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.174395783970176,-4.363485782280794,-7.493970273462849,-7.7023734853763015,-9.999997866197933,-9.680926124356342,-9.999999704886829
circle,-2.715688043753112,-5.474227142676325,-8.77720607799493,-8.89761761565058,-9.999999993153128,-9.990984362786488,-9.999999999768823
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.145359941759546,-4.294286323104003,-8.295974653383794,-8.592524430697653,-9.999999963846593,-9.944946296855315,-9.999999991191736
circle,-3.0597526443740097,-6.11944820618593,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.5894708471444994,-5.1789351707744995,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.44793285341022,-4.895862314157962,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.772510957309224,-5.590712322185718,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.649578209739859,-5.299147809827013,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.5340563250761607,-5.0859775123436375,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.696321611079568,-5.4320546128436185,-9.514572163838979,-9.892685140343653,-9.99999999999832,-9.999875014761617,-9.999999999990909
circle,-2.5655591213742954,-5.160249421776655,-9.706228307900995,-9.95658705159673,-9.999999999998844,-9.99990118734281,-9.999999999999115
circle,-3.0597526443746355,-6.40339208563202,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.911690123315433,-5.823351400711779,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.2272777639775954,-4.519671412288594,-7.209667193649925,-7.797359644722539,-9.999998584611598,-9.92820980925741,-9.999998381471423
circle,-2.414242145081197,-4.839580182868242,-9.37271086888041,-9.643544815138027,-9.999999999895921,-9.998690513993035,-9.999999999958181
circle,-3.056292112659933,-6.321963867456256,-9.71235291639439,-9.968702727676778,-9.99999999999914,-9.99997760194095,-10.0
circle,-3.0597526443740097,-6.11944820618593,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.1423720996170155,-6.9149578602724775,-9.957799227460585,-9.994373212601252,-9.99999999999998,-9.99999810833935,-9.999999999999996
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.3773968657630324,-4.77186745679692,-8.879161164236022,-9.217686880663953,-9.999999998375106,-9.994288195857013,-9.999999999417867
circle,-2.1152548168734016,-4.335604596597425,-6.869896137768219,-7.7584066254265265,-9.999997840436091,-9.724901016265344,-9.999997067573346
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.059752644371899,-6.119448206186337,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.711741319629681,-5.471151432666106,-9.189678219081207,-9.292000193083426,-9.999999999156477,-9.996801758179293,-9.999999999967898
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.657863361089669,-5.4304220557333895,-8.396195138866398,-8.876931993561273,-9.999999989608384,-9.993699828629039,-9.9999999946465
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.374355486779081,-4.748708559152456,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.998300171862064,-6.400409815212271,-9.221284750203035,-9.75473868153122,-9.999999999958872,-9.999996987721943,-9.999999999950624
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.235843878511597,-7.073233528604761,-9.596536658473497,-9.974170054357742,-9.999999999999185,-9.99999226919606,-10.0
circle,-3.0086001274638825,-6.017155161876246,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.90044158078599,-5.921736857975246,-9.559831893328717,-9.893141636372224,-9.999999999997291,-9.999971461668778,-9.999999999991967
circle,-2.347776309837403,-4.707285965403935,-8.25299312250601,-8.314047407556401,-9.999999894645399,-9.91869944840706,-9.99999999805335
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.911690123315433,-5.823351400711779,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.3115646583040586,-4.623127510876709,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.815949340277662,-5.721079423973697,-9.523508581280709,-9.706744996125952,-9.99999999994262,-9.999458531725118,-9.999999999990786
circle,-2.2818331740102584,-4.579086884926031,-8.380870661812208,-9.245962600964008,-9.999999997549843,-9.990439089417707,-9.999999998648603
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-3.0597526443737415,-6.1194482061853925,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.8406923316666504,-5.793090117115798,-9.673106317703166,-9.750339227133631,-9.999999999969399,-9.99964718391823,-9.999999999992488
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.8717621795276083,-5.8365357856720035,-9.223371943307129,-9.467852693648869,-9.999999999641483,-9.998866973682468,-9.999999999953765
circle,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.1958347330679415,-4.4173996406657245,-7.639391810852354,-8.181921861538617,-9.999999738302517,-9.946926897183655,-9.999999779514834
circle,-3.3096300788298336,-6.6190796364573234,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.3981619200584716,-4.808114738042093,-9.563010199730833,-9.895847820866434,-9.999999999999467,-9.999853686571862,-9.999999999991946
circle,-3.0086001274638825,-6.017155161876246,-10.0,-10.0,-10.0,-10.0,-10.0
circle,-2.498055147883023,-5.015600571520828,-8.396602120286877,-8.422864914095681,-9.999999939435405,-9.953194014895455,-9.999999999683011
circle,-2.8844042392866536,-5.895453942598714,-9.675379821929916,-9.924478229318703,-9.999999999998298,-9.999983821739125,-9.999999999996612
circle,-1.7562670794931061,-3.9097449350059175,-5.567953010885682,-6.198438177778125,-9.999832558427713,-8.67676286886627,-9.996420867230817
